,Matrix
902,"[[ 0.05071925  0.07803682  0.99565954]
 [ 0.08831266 -0.99338772  0.07336009]
 [ 0.99480076  0.08420858 -0.05727541]]"
903,"[[ 0.05077006  0.07811157  0.99565115]
 [ 0.08855858 -0.99336169  0.07341621]
 [ 0.99477636  0.0844461  -0.05735026]]"
904,"[[ 0.05015823  0.07812676  0.99568096]
 [ 0.08865262 -0.99334874  0.07347783]
 [ 0.99479902  0.0845842  -0.05675055]]"
905,"[[ 0.05003902  0.0776823   0.99572168]
 [ 0.08793015 -0.99344189  0.0730856 ]
 [ 0.99486908  0.08389683 -0.05654138]]"
906,"[[ 0.05008736  0.07737309  0.99574318]
 [ 0.08760824 -0.99349193  0.07279132]
 [ 0.9948949   0.08358938 -0.05654008]]"
907,"[[ 0.04983441  0.0773089   0.99576093]
 [ 0.08745031 -0.99350833  0.07275743]
 [ 0.99492158  0.08345378 -0.05627162]]"
908,"[[ 0.04982011  0.077269    0.99576487]
 [ 0.08755168 -0.99350265  0.07271309]
 [ 0.9949135   0.08355832 -0.05626124]]"
909,"[[ 0.04962638  0.07748088  0.99575811]
 [ 0.08789507 -0.99345706  0.07292136]
 [ 0.99489294  0.08390341 -0.05611159]]"
910,"[[ 0.04942456  0.07778809  0.99574414]
 [ 0.08807018 -0.99341848  0.07323499]
 [ 0.99488745  0.08407575 -0.05594991]]"
911,"[[ 0.04963821  0.07765021  0.99574423]
 [ 0.08826362 -0.99341357  0.0730685 ]
 [ 0.99485962  0.084261   -0.05616489]]"
912,"[[ 0.04932953  0.07774723  0.99575201]
 [ 0.08803228 -0.9934241   0.07320436]
 [ 0.99489548  0.08404718 -0.05584931]]"
913,"[[ 0.04928382  0.07742639  0.99577922]
 [ 0.08761719 -0.99348234  0.07291138]
 [ 0.99493434  0.08365402 -0.05574649]]"
914,"[[ 0.04942577  0.07750805  0.99576605]
 [ 0.08758519 -0.99347992  0.07298276]
 [ 0.99493033  0.08360713 -0.05589166]]"
915,"[[ 0.04938122  0.07752142  0.99576712]
 [ 0.08761174 -0.99347644  0.07299834]
 [ 0.9949301   0.08363614 -0.05585064]]"
916,"[[ 0.04899579  0.07782054  0.99576274]
 [ 0.08767213 -0.993447    0.07332573]
 [ 0.99494375  0.08370798 -0.05549735]]"
917,"[[ 0.04898088  0.07802038  0.99574768]
 [ 0.08762148 -0.99343643  0.07352916]
 [ 0.99494879  0.08364736 -0.05549589]]"
918,"[[ 0.0490583   0.07813838  0.99573495]
 [ 0.08769631 -0.9934219   0.07363624]
 [ 0.99493872  0.08370981 -0.05558764]]"
919,"[[ 0.04873407  0.07833031  0.9957355 ]
 [ 0.08715697 -0.9934509   0.07388487]
 [ 0.99500175  0.08318458 -0.0552421 ]]"
920,"[[ 0.04891489  0.07807709  0.99574652]
 [ 0.08704152 -0.99348042  0.07362358]
 [ 0.99500299  0.08307    -0.05539209]]"
921,"[[ 0.04895341  0.07776423  0.99576934]
 [ 0.08708613 -0.99350001  0.07330576]
 [ 0.99499741  0.08312913 -0.05540713]]"
922,"[[ 0.04884231  0.07779326  0.9957723 ]
 [ 0.08726003 -0.99348265  0.07333429]
 [ 0.99498741  0.0833093  -0.0553124 ]]"
923,"[[ 0.04877189  0.07783054  0.99577309]
 [ 0.08740541 -0.99346728  0.07336932]
 [ 0.99497836  0.08345759 -0.05525577]]"
924,"[[ 0.04892369  0.0778802   0.99576158]
 [ 0.08762753 -0.99344591  0.07339378]
 [ 0.99495118  0.08366544 -0.05542752]]"
925,"[[ 0.04885781  0.07802923  0.99575322]
 [ 0.08758198 -0.99343833  0.07355053]
 [ 0.99495851  0.08361652 -0.05537107]]"
926,"[[ 0.04880547  0.07787984  0.99576737]
 [ 0.08745067 -0.99346006  0.07341316]
 [ 0.99497252  0.08349756 -0.05529703]]"
927,"[[ 0.04849762  0.0777661   0.9957915 ]
 [ 0.08723003 -0.99348503  0.07333768]
 [ 0.99500714  0.08330622 -0.05496491]]"
928,"[[ 0.04835713  0.07773655  0.99580073]
 [ 0.0873097  -0.99347967  0.07331555]
 [ 0.99500707  0.08339773 -0.05482853]]"
929,"[[ 0.04858801  0.0777424   0.99578884]
 [ 0.08755227 -0.9934603   0.07328864]
 [ 0.99497432  0.08362263 -0.05507669]]"
930,"[[ 0.04838729  0.0780306   0.99577609]
 [ 0.08772591 -0.9934232   0.07358341]
 [ 0.99496882  0.08379486 -0.05491424]]"
931,"[[ 0.04857457  0.07819379  0.9957541 ]
 [ 0.08809257 -0.99338135  0.07371016]
 [ 0.99492723  0.0841381  -0.05514139]]"
932,"[[ 0.04833051  0.07820177  0.99576533]
 [ 0.08777926 -0.99340569  0.07375599]
 [ 0.99496679  0.08384288 -0.05487635]]"
933,"[[ 0.0484722   0.07809641  0.99576666]
 [ 0.08774416 -0.99341732  0.0736409 ]
 [ 0.99496294  0.08380318 -0.05500577]]"
934,"[[ 0.0481329   0.07789179  0.99579925]
 [ 0.08767356 -0.99343627  0.07346917]
 [ 0.99498574  0.08376898 -0.05464597]]"
935,"[[ 0.04810889  0.07780174  0.99580749]
 [ 0.08770105 -0.99344045  0.07337985]
 [ 0.99498452  0.08380314 -0.05461648]]"
936,"[[ 0.04797163  0.07764419  0.99582633]
 [ 0.0877067  -0.99345072  0.07323389]
 [ 0.99499057  0.08382749 -0.05446739]]"
937,"[[ 0.04800345  0.07764198  0.99582505]
 [ 0.08769715 -0.99345188  0.07322954]
 [ 0.99498996  0.08381574 -0.05449796]]"
938,"[[ 0.04835862  0.07802735  0.99577765]
 [ 0.08766654 -0.99342826  0.07358584]
 [ 0.99497536  0.08373787 -0.05488126]]"
939,"[[ 0.04834555  0.07799826  0.99578076]
 [ 0.08790977 -0.99340982  0.07354452]
 [ 0.99495474  0.0839833  -0.05488343]]"
940,"[[ 0.04819277  0.07796956  0.99579017]
 [ 0.08773839 -0.99342544  0.07353816]
 [ 0.99497703  0.08382502 -0.05471699]]"
941,"[[ 0.0484574   0.07790693  0.99578231]
 [ 0.08777384 -0.99342872  0.07345149]
 [ 0.99496113  0.08384437 -0.05497714]]"
942,"[[ 0.04817187  0.07773371  0.99580971]
 [ 0.08787714 -0.993431    0.07329701]
 [ 0.99496588  0.08397805 -0.05468641]]"
943,"[[ 0.04823845  0.0777299   0.99580672]
 [ 0.08781473 -0.99343696  0.07329103]
 [ 0.99496811  0.08391105 -0.05474777]]"
944,"[[ 0.04801514  0.07827476  0.99577482]
 [ 0.08818628 -0.99336392  0.073833  ]
 [ 0.99494604  0.08426857 -0.05459937]]"
945,"[[ 0.04780807  0.07881181  0.99574267]
 [ 0.08796717 -0.99334117  0.07439824]
 [ 0.99497565  0.08403583 -0.05442222]]"
946,"[[ 0.04786744  0.07885743  0.99573612]
 [ 0.08813535 -0.99332392  0.07442953]
 [ 0.99495782  0.0841968  -0.05449781]]"
947,"[[ 0.04786907  0.07916494  0.99571158]
 [ 0.08793399 -0.99331791  0.07474719]
 [ 0.9949755   0.08397881 -0.05451041]]"
948,"[[ 0.04803946  0.07913509  0.99570569]
 [ 0.08805673 -0.99331086  0.07469632]
 [ 0.99495638  0.08409022 -0.05468652]]"
949,"[[ 0.04794868  0.07871564  0.9957434 ]
 [ 0.08814339 -0.99333434  0.07428078]
 [ 0.99495317  0.08420653 -0.05456719]]"
950,"[[ 0.04798763  0.07867884  0.9957444 ]
 [ 0.08825283 -0.99332806  0.07423478]
 [ 0.99494156  0.08431491 -0.05461101]]"
951,"[[ 0.04810046  0.07892797  0.99571922]
 [ 0.08795256 -0.99333557  0.07449028]
 [ 0.99496268  0.08399304 -0.05472178]]"
952,"[[ 0.04756076  0.07925124  0.99571958]
 [ 0.08790096 -0.99331226  0.07486105]
 [ 0.9949933   0.08396426 -0.05420869]]"
953,"[[ 0.04773223  0.07926983  0.9957098 ]
 [ 0.08818523 -0.99328792  0.07484961]
 [ 0.99495984  0.08423416 -0.05440219]]"
954,"[[ 0.04793651  0.07966113  0.99566882]
 [ 0.08804298 -0.99327177  0.07523053]
 [ 0.99496268  0.08405536 -0.0546274 ]]"
955,"[[ 0.04801875  0.07962493  0.99566764]
 [ 0.08800735 -0.99327803  0.07518943]
 [ 0.99496175  0.08401557 -0.05470357]]"
956,"[[ 0.04794794  0.0793283   0.99569497]
 [ 0.08799596 -0.9933009   0.07490013]
 [ 0.99496642  0.08402583 -0.05460686]]"
957,"[[ 0.04769747  0.07913825  0.99572195]
 [ 0.08811234 -0.99330375  0.07472527]
 [ 0.99496798  0.08417118 -0.05435103]]"
958,"[[ 0.04780823  0.07917641  0.99571355]
 [ 0.08800013 -0.99331108  0.07476014]
 [ 0.99497254  0.08404877 -0.05445598]]"
959,"[[ 0.04795597  0.07920423  0.99570434]
 [ 0.08798258 -0.99331141  0.07477641]
 [ 0.99496709  0.08401866 -0.0546036 ]]"
960,"[[ 0.04787158  0.07922582  0.9957066 ]
 [ 0.08803783 -0.99330458  0.07480202]
 [ 0.99496618  0.08407896 -0.05452589]]"
961,"[[ 0.04771483  0.07872776  0.99575368]
 [ 0.08840339 -0.99330991  0.07429842]
 [ 0.99494135  0.08448287 -0.05435527]]"
962,"[[ 0.04765237  0.07864522  0.99576326]
 [ 0.08833469 -0.99332151  0.07422513]
 [ 0.99495051  0.08442343 -0.05428094]]"
963,"[[ 0.04720289  0.07862355  0.9957862 ]
 [ 0.08832981 -0.99332069  0.07424182]
 [ 0.9949722   0.08445318 -0.05383247]]"
964,"[[ 0.04726288  0.07867278  0.9957794 ]
 [ 0.08833528 -0.99331694  0.07428554]
 [ 0.99496879  0.08445151 -0.0538968 ]]"
965,"[[ 0.04728552  0.07882782  0.99576622]
 [ 0.08815729 -0.99332059  0.07444794]
 [ 0.99498366  0.08426374 -0.05391883]]"
966,"[[ 0.04677694  0.07861381  0.99580722]
 [ 0.08821955 -0.99332808  0.0742741 ]
 [ 0.99500224  0.08437535 -0.05339991]]"
967,"[[ 0.04669084  0.07843158  0.99582572]
 [ 0.0882896  -0.99333517  0.07409586]
 [ 0.99500017  0.08446146 -0.05330395]]"
